"","Parasite","genus","year","hs","first"
"29466","Paronia pycnonoti","Paronia",1935,2,"first"
"29483","Proparuterina aruensis","Proparuterina",1911,1,"exclude"
"29496","Pseudhymenolepis eisenbergi","Pseudhymenolepis",1971,1,"not the first"
"29525","Ptychobothrium discusae","Ptychobothrium",1999,1,"not the first"
"29527","Ptychobothrium mystacoleucysi","Ptychobothrium",1999,1,"not the first"
"29531","Ptychobothrium rojanapaibuli","Ptychobothrium",1999,1,"not the first"
"29532","Pulluterina karachiensis","Pulluterina",2001,1,"exclude"
"29565","Raillietina interrupta","Raillietina",1973,1,"not the first"
"29567","Raillietina macrophynctra","Raillietina",1980,1,"not the first"
"29573","Raillietina siamensis","Raillietina",1941,1,"not the first"
"29575","Raillietina singhi","Raillietina",NA,0,"not the first"
"29576","Raillietina siriraji","Raillietina",NA,1,"not the first"
"29584","Raillietina thapari","Raillietina",1963,0,"not the first"
"29587","Raillietina vietnamense","Raillietina",1980,1,"not the first"
"29588","Raillietina zi","Raillietina",1901,1,"not the first"
"29597","Raillietina madagascariensis","Raillietina",1869,1,"not the first"
"29612","Rostelugnia platycerci","Rostelugnia",1944,1,"not the first"
"29613","Rostelugnia polytelidis","Rostelugnia",1940,0,"not the first"
"29616","Rostelugnia streptopeli","Rostelugnia",1967,1,"not the first"
"29623","Senga chiangmaiensis","Senga",1999,1,"not the first"
"29646","Senga striatus","Senga",1979,1,"not the first"
"29647","Senga taunsaensis","Senga",1976,1,"not the first"
"29666","Sphenacanthus serrata","Sphenacanthus",1906,2,"not the first"
"29669","Sphenacanthus venusta","Sphenacanthus",1897,1,"first"
"29699","Spirometra ranarum","Spirometra",1925,5,"not the first"
"29742","Stilesia vittata","Stilesia",1896,2,"not the first"
"29784","Taenia polycalcaria","Taenia",NA,0,"not the first"
"29829","Tenoretta celebensis","Tenoretta",1902,1,"exclude"
"29842","Vampirolepis acollaris","Vampirolepis",1985,1,"not the first"
"29848","Vampirolepis chiangmaiensis","Vampirolepis",1985,1,"not the first"
"29849","Vampirolepis copihamata","Vampirolepis",1984,0,"not the first"
"29864","Vampirolepis glischropi","Vampirolepis",1994,1,"not the first"
"29865","Vampirolepis haradi","Vampirolepis",1984,0,"not the first"
"29867","Vampirolepis hipposidera","Vampirolepis",1959,1,"not the first"
"29878","Vampirolepis longicollaris","Vampirolepis",1985,2,"not the first"
"29889","Vampirolepis montana","Vampirolepis",1971,1,"not the first"
"29890","Vampirolepis murini","Vampirolepis",1995,1,"not the first"
"29901","Vampirolepis siamensis","Vampirolepis",1985,1,"not the first"
"29902","Vampirolepis solisoricis","Vampirolepis",1971,1,"not the first"
"29904","Vampirolepis tadaridae","Vampirolepis",1984,0,"not the first"
"29907","Vampirolepis versihamata","Vampirolepis",1985,1,"not the first"
"29908","Variolepis ellisoni","Variolepis",1944,1,"not the first"
"29914","Acanthobothrium dysbiotos","Acanthobothrium",1921,1,"not the first"
"29919","Acanthobothrium bajaensis","Acanthobothrium",1973,1,"not the first"
"29920","Acanthobothrium brachyacanthum","Acanthobothrium",1955,1,"not the first"
"29922","Acanthobothrium goldsteini","Acanthobothrium",1973,0,"not the first"
"29923","Acanthobothrium holorhini","Acanthobothrium",1953,2,"not the first"
"29924","Acanthobothrium maculatum","Acanthobothrium",1955,1,"not the first"
"29925","Acanthobothrium microcephalum","Acanthobothrium",1953,1,"not the first"
"29926","Acanthobothrium olseni","Acanthobothrium",1968,2,"not the first"
"29928","Acanthobothrium parviuncinatum","Acanthobothrium",1954,2,"not the first"
"29930","Acanthobothrium rhinobati","Acanthobothrium",1953,1,"not the first"
"29931","Acanthobothrium robustum","Acanthobothrium",1953,2,"not the first"
"29932","Acanthobothrium unilateralis","Acanthobothrium",1953,1,"not the first"
"29933","Anthocephalum duszynskii","Anthocephalum",1994,2,"not the first"
"29937","Calliobothrium pellucidum","Calliobothrium",1955,1,"not the first"
"29938","Clistobothrium carcharodoni","Clistobothrium",1990,1,"not the first"
"29939","Echinobothrium californiense","Echinobothrium",1998,0,"not the first"
"29940","Lacistorhynchus dollfusi","Lacistorhynchus",1987,5,"not the first"
"29945","Paraorygmatobothrium barberi","Paraorygmatobothrium",1994,1,"not the first"
"29946","Phyllobothrium riseri","Phyllobothrium",1996,1,"not the first"
"29947","Pinguicollum pinguicollum","Pinguicollum",1927,4,"exclude"
"29952","Scalithrium bilobatum","Scalithrium",1955,1,"not the first"
"29953","Aberrapex senticosus","Aberrapex",2001,1,"not the first"
"29960","Acanthobothrium aetobatis","Acanthobothrium",1900,1,"not the first"
"29961","Acanthobothrium annapinkiensis","Acanthobothrium",1971,0,"not the first"
"29962","Acanthobothrium arlenae","Acanthobothrium",2002,1,"not the first"
"29975","Acanthobothrium bullardi","Acanthobothrium",2001,1,"not the first"
"29983","Acanthobothrium cestraciontis","Acanthobothrium",1934,1,"not the first"
"29985","Acanthobothrium chiliensis","Acanthobothrium",1968,1,"not the first"
"29988","Acanthobothrium cimari","Acanthobothrium",1995,1,"not the first"
"29991","Acanthobothrium cleofanus","Acanthobothrium",1996,1,"not the first"
"29993","Acanthobothrium coquimbensis","Acanthobothrium",1980,1,"not the first"
"29999","Acanthobothrium cribbi","Acanthobothrium",2002,1,"not the first"
"30000","Acanthobothrium dasi","Acanthobothrium",2001,1,"not the first"
"30004","Acanthobothrium dollyae","Acanthobothrium",2001,1,"not the first"
"30007","Acanthobothrium franus","Acanthobothrium",1997,0,"not the first"
"30008","Acanthobothrium gibsoni","Acanthobothrium",2002,1,"not the first"
"30011","Acanthobothrium gonzalesmugaburoi","Acanthobothrium",1979,1,"not the first"
"30024","Acanthobothrium inbiorium","Acanthobothrium",1997,0,"not the first"
"30028","Acanthobothrium maryanskii","Acanthobothrium",2001,1,"not the first"
"30039","Acanthobothrium nicoyaense","Acanthobothrium",1995,1,"not the first"
"30046","Acanthobothrium pearsoni","Acanthobothrium",1962,1,"not the first"
"30049","Acanthobothrium psammobati","Acanthobothrium",1969,1,"not the first"
"30050","Acanthobothrium puertecitense","Acanthobothrium",2001,1,"not the first"
"30051","Acanthobothrium puntarenasense","Acanthobothrium",1995,1,"not the first"
"30052","Acanthobothrium rajivi","Acanthobothrium",2001,1,"not the first"
"30054","Acanthobothrium rhynchobatidis","Acanthobothrium",1955,1,"not the first"
"30060","Acanthobothrium royi","Acanthobothrium",2001,1,"not the first"
"30061","Acanthobothrium santarosaliense","Acanthobothrium",2001,1,"not the first"
"30063","Acanthobothrium soberoni","Acanthobothrium",2001,1,"not the first"
"30071","Acanthobothrium vargasi","Acanthobothrium",1995,1,"not the first"
"30073","Acanthobothrium xiamenensis","Acanthobothrium",1995,1,"not the first"
"30075","Acanthobothrium zugeinensis","Acanthobothrium",1995,1,"not the first"
"30077","Acanthobothroides pacificus","Acanthobothroides",1996,1,"not the first"
"30078","Acanthocirrus ryjikovi","Acanthocirrus",1985,0,"not the first"
"30079","Amphilina coreana","Amphilina",1991,0,"not the first"
"30095","Anthobothrium peruanum","Anthobothrium",1968,1,"not the first"
"30096","Anthobothrium sexorchidum","Anthobothrium",1964,1,"not the first"
"30100","Aporhynchus tasmaniensis","Aporhynchus",1990,1,"exclude"
"30128","Bursibothrium gouldeni","Bursibothrium",1998,1,"exclude"
"30129","Calliobothrium evani","Calliobothrium",1985,1,"not the first"
"30133","Calliobothrium riseri","Calliobothrium",1997,1,"not the first"
"30172","Cardiobothrium beveridgei","Cardiobothrium",1998,1,"exclude"
"30174","Caulobothrium myliobatidis","Caulobothrium",1977,1,"first"
"30186","Crossobothrium angustum","Crossobothrium",1889,1,"not the first"
"30211","Diphyllobothrium fuhrmanni","Diphyllobothrium",1935,2,"not the first"
"30213","Diphyllobothrium gondo","Diphyllobothrium",1942,0,"not the first"
"30218","Diphyllobothrium klebanovskii","Diphyllobothrium",1988,4,"not the first"
"30231","Diphyllobothrium minutus","Diphyllobothrium",1987,1,"not the first"
"30254","Diphyllobothrium rauschi","Diphyllobothrium",1987,1,"not the first"
"30255","Diphyllobothrium subtile","Diphyllobothrium",1942,0,"not the first"
"30261","Diplogonoporus mutabilis","Diplogonoporus",NA,1,"not the first"
"30266","Discocephalum pileatum","Discocephalum",1890,1,"exclude"
"30267","Disculiceps galapagoensis","Disculiceps",1988,1,"not the first"
"30269","Duplicibothrium cairae","Duplicibothrium",2000,1,"not the first"
"30271","Duplicibothrium paulum","Duplicibothrium",2000,1,"not the first"
"30272","Echeneibothrium bifidum","Echeneibothrium",1952,1,"not the first"
"30274","Echeneibothrium megalosoma","Echeneibothrium",NA,0,"not the first"
"30276","Echeneibothrium multiloculatum","Echeneibothrium",NA,0,"not the first"
"30279","Echeneibothrium williamsi","Echeneibothrium",NA,0,"not the first"
"30282","Echinobothrium chisholmae","Echinobothrium",2001,1,"not the first"
"30284","Echinobothrium fautleyae","Echinobothrium",1999,2,"not the first"
"30286","Echinobothrium heroniensis","Echinobothrium",1964,1,"not the first"
"30287","Echinobothrium hoffmanorum","Echinobothrium",2001,3,"not the first"
"30290","Echinobothrium mexicanum","Echinobothrium",1999,2,"not the first"
"30292","Echinobothrium rayallemangi","Echinobothrium",2001,1,"not the first"
"30295","Escherbothrium molinae","Escherbothrium",1994,1,"exclude"
"30303","Eubothrium vittevitellatus","Eubothrium",1968,1,"not the first"
"30304","Eutetrarhynchus aetobati","Eutetrarhynchus",1990,1,"not the first"
"30307","Eutetrarhynchus owensi","Eutetrarhynchus",1990,2,"not the first"
"30309","Flexibothrium ruhnkei","Flexibothrium",1998,1,"exclude"
"30310","Floriceps caballeroi","Floriceps",1977,1,"not the first"
"30312","Floriceps minacanthus","Floriceps",1987,7,"not the first"
"30329","Gigantolina magna","Gigantolina",1915,3,"first"
"30338","Gilquinia stevensi","Gilquinia",1990,1,"not the first"
"30340","Grillotia amblyrhynchos","Grillotia",1993,1,"not the first"
"30346","Grillotia dollfusi","Grillotia",1971,2,"not the first"
"30355","Grillotia heroniensis","Grillotia",1989,3,"not the first"
"30367","Gyrocotyle fimbriata","Gyrocotyle",1911,1,"not the first"
"30369","Gyrocotyle meandrice","Gyrocotyle",1946,0,"not the first"
"30375","Healyum harenamica","Healyum",2001,0,"first"
"30376","Healyum pulvis","Healyum",2001,0,"first"
"30430","Heteronybelinia pseudorobusta","Heteronybelinia",2002,1,"not the first"
"30431","Hexagonoporous physeteris","Hexagonoporous",1952,1,"exclude"
"30433","Kotorelliella jonesi","Kotorelliella",2002,1,"exclude"
"30459","Lecanicephalum xiamenensis","Lecanicephalum",1995,1,"not the first"
"30461","Litobothrium alopias","Litobothrium",1969,2,"first"
"30463","Litobothrium amplifica","Litobothrium",1973,2,"not the first"
"30465","Litobothrium amsichensis","Litobothrium",1993,1,"not the first"
"30466","Litobothrium daileyi","Litobothrium",1973,2,"not the first"
"30468","Litobothrium janovyi","Litobothrium",2001,1,"not the first"
"30469","Litobothrium nickoli","Litobothrium",2001,1,"not the first"
"30470","Marsupiobothrium gobelinus","Marsupiobothrium",1993,1,"not the first"
"30474","Mixonybelinia cribbi","Mixonybelinia",2002,1,"not the first"
"30478","Mixonybelinia southwelli","Mixonybelinia",1999,1,"not the first"
"30483","Mustelicola antarcticus","Mustelicola",1988,1,"not the first"
"30487","Nybelinia djiddensis","Nybelinia",1995,1,"not the first"
"30488","Nybelinia hemipristis","Nybelinia",2002,1,"not the first"
"30493","Nybelinia mehlhorni","Nybelinia",2002,1,"not the first"
"30494","Nybelinia queenslandensis","Nybelinia",1998,1,"not the first"
"30565","Nybelinia victoriae","Nybelinia",2002,1,"not the first"
"30566","Oncodiscus sauridae","Oncodiscus",1934,0,"exclude"
"30567","Oncomegas australiensis","Oncomegas",1992,1,"not the first"
"30568","Oncomegas paulinae","Oncomegas",1992,1,"not the first"
"30589","Pachybothrium hutsoni","Pachybothrium",1911,1,"exclude"
"30590","Paraberrapex manifestus","Paraberrapex",2001,1,"exclude"
"30591","Parachristianella baverstocki","Parachristianella",1990,2,"not the first"
"30601","Pararhinebothroides hobergi","Pararhinebothroides",1999,1,"exclude"
"30610","Pedibothrium veravalensis","Pedibothrium",1980,0,"not the first"
"30611","Phyllobothrium auricula","Phyllobothrium",1858,2,"not the first"
"30618","Phyllobothrium corti","Phyllobothrium",1925,1,"not the first"
"30627","Phyllobothrium hallericola","Phyllobothrium",1990,1,"not the first"
"30635","Phyllobothrium salmonis","Phyllobothrium",1922,2,"not the first"
"30637","Phyllobothrium serratum","Phyllobothrium",1952,0,"not the first"
"30650","Platybothrium angelbahiense","Platybothrium",2003,1,"not the first"
"30656","Platybothrium jondoeorum","Platybothrium",2003,1,"not the first"
"30660","Plesiorhynchus etmopteri","Plesiorhynchus",1990,2,"exclude"
"30672","Prochristianella butlerae","Prochristianella",1990,2,"not the first"
"30679","Proemotobothrium southwelli","Proemotobothrium",2001,2,"not the first"
"30684","Pseudogrillotia basipunctata","Pseudogrillotia",1976,0,"not the first"
"30685","Pseudogrillotia peruviana","Pseudogrillotia",1984,1,"not the first"
"30701","Pterobothrioides carvajali","Pterobothrioides",1997,1,"first"
"30712","Pterobothrium dasybati","Pterobothrium",1934,1,"not the first"
"30728","Rhinebothrium geminum","Rhinebothrium",1996,1,"not the first"
"30729","Rhinebothrium himanturi","Rhinebothrium",1964,1,"not the first"
"30730","Rhinebothrium rhinobati","Rhinebothrium",1976,1,"not the first"
"30731","Rhinebothrium xiamenensis","Rhinebothrium",2001,1,"not the first"
"30732","Rhodobothrium mesodesmatum","Rhodobothrium",1962,1,"exclude"
"30734","Scalithrium geminum","Scalithrium",1996,1,"not the first"
"30785","Scolex pleuronectis","Scolex",NA,186,"first"
"30803","Serendip deborahae","Serendip",1995,1,"exclude"
"30811","Spiniloculus mavensis","Spiniloculus",1925,1,"exclude"
"30845","Tetrabothrius curilense","Tetrabothrius",1955,1,"not the first"
"30848","Tetrabothrius dalli","Tetrabothrius",1951,1,"not the first"
"30853","Tetragonocephalum akajeinensis","Tetragonocephalum",1995,1,"not the first"
"30854","Tetragonoporus calyptocephalus","Tetragonoporus",1961,1,"first"
"30856","Tetrarhynchus equidentatus","Tetrarhynchus",1906,1,"not the first"
"30857","Tetrarhynchus reptans","Tetrarhynchus",NA,1,"not the first"
"30860","Tylocephalum campanulatum","Tylocephalum",1987,1,"not the first"
"30866","Yorkeria parva","Yorkeria",1927,1,"first"
"30869","Zygorhynchus robertsoni","Zygorhynchus",1988,2,"first"
"30907","Balanotaenia newguinensis","Balanotaenia",1978,0,"not the first"
"30909","Davainea macrorchida","Davainea",1921,0,"not the first"
"30911","Hymenolepis brevicirrosa","Hymenolepis",1918,0,"not the first"
"30915","Hymenolepis macrorchida","Hymenolepis",1921,0,"not the first"
"30917","Idiogenoides macrorchida","Idiogenoides",1921,0,"exclude"
"30918","Kotlanolepis yorkei","Kotlanolepis",1923,1,"exclude"
"30919","Linstowia semoni","Linstowia",1896,1,"first"
"30920","Megacirrus horvathi","Megacirrus",1923,1,"first"
"30921","Megacirrus leptophallus","Megacirrus",1923,1,"first"
"30922","Potorolepis aruensis","Potorolepis",1997,1,"not the first"
"30925","Potorolepis woolleyae","Potorolepis",1997,1,"not the first"
"30927","Raillietina infrequens","Raillietina",1923,1,"not the first"
"30930","Vampirolepis peroryctis","Vampirolepis",1990,0,"not the first"
"30931","Ageneiella brevifilis","Ageneiella",1999,0,"exclude"
"30932","Amazotaenia yvettae","Amazotaenia",2001,1,"exclude"
"30937","Chimaerula bonai","Chimaerula",2000,1,"not the first"
"30940","Echinocotyle flavipedis","Echinocotyle",1995,1,"not the first"
"30941","Endorchis auchenipteri","Endorchis",1999,1,"not the first"
"30945","Gibsoniela meursaulti","Gibsoniela",1999,0,"not the first"
"30951","Hymenolepis lato)","Hymenolepis",NA,1,"not the first"
"30952","Hymenolepis crenata","Hymenolepis",1782,6,"first"
"30955","Hymenolepis dasypteri","Hymenolepis",1985,0,"not the first"
"30956","Hymenolepis elongatus","Hymenolepis",1962,1,"not the first"
"30961","Hymenolepis guarany","Hymenolepis",1962,2,"not the first"
"30966","Hymenolepis promopsis","Hymenolepis",1986,0,"not the first"
"30967","Hymenolepis temminckii","Hymenolepis",1986,1,"not the first"
"30968","Hymenolepis tubicirrosa","Hymenolepis",1914,0,"not the first"
"30972","Mariauxilepis paraguayensis","Mariauxilepis",2003,2,"exclude"
"30974","Metadilepis kornyushini","Metadilepis",2003,1,"not the first"
"30975","Microsomacanthus kaulobatroni","Microsomacanthus",1997,1,"not the first"
"30979","Monticellia dlouhyi","Monticellia",1999,1,"not the first"
"30984","Monticellia ventrei","Monticellia",1999,1,"not the first"
"30985","Myzophorus admonticellia","Myzophorus",1934,1,"first"
"30987","Nomimoscolex chubbi","Nomimoscolex",1995,1,"not the first"
"30994","Nupelia tomasi","Nupelia",1999,2,"not the first"
"30996","Ophiotaenia paraguayensis","Ophiotaenia",1917,1,"not the first"
"30997","Ophiotaenia sanbernardinensis","Ophiotaenia",1917,1,"not the first"
"31000","Parvirostrum linusi","Parvirostrum",2001,1,"not the first"
"31001","Pecarezia hydrochoeri","Pecarezia",1928,0,"exclude"
"31005","Proteocephalus fossatus","Proteocephalus",1895,1,"not the first"
"31007","Proteocephalus hobergi","Proteocephalus",1999,0,"not the first"
"31008","Proteocephalus mahnerti","Proteocephalus",1999,1,"not the first"
