"Parasite.species","Parasite.genus","Parasite.group","Host.species","Host.no","Stage","Egg.hatch","Development.time","Temp","Development.remarks","Length","Width","Max.length","Max.width","n","Size.reported.as","Shape","Asexual","Sex","Size.remarks","Author","Year","Journal","Volume","Pages"
"Baylisascaris laevis","Baylisascaris","nematode",NA,0,"egg","eaten",17,27.5,"seem fully embryonated after 8-12 days, but apparently not infective until 17 dpi",0.075,0.058,0.08,0.07,NA,"avg","ellipsoid",NA,NA,NA,"Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.075,0.07,0.08,NA,NA,"range","ellipsoid",NA,NA,"as A.tarbagan which Babero considered synonymous; cites Schulz 1931","Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.068,0.0525,0.069,0.054,NA,"range","ellipsoid",NA,NA,NA,"Tiner","1951","Proc. Helminthol. Soc. Wash.","18","126-131"
"Baylisascaris laevis","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,"free L2",0.25,0.02,0.32,NA,NA,"avg","thread-like",NA,NA,"from hatched eggs","Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode",NA,1,"adult",NA,NA,NA,NA,42,0.94,NA,NA,NA,"point","thread-like",NA,"m",NA,"Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode",NA,1,"adult",NA,NA,NA,"after ~60 days still not mature, so prepatent period is rather long",108.5,2.1,139,2.5,NA,"range","thread-like",NA,"f",NA,"Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode","Marmota sibirica",1,"adult",NA,NA,NA,NA,61,1.265,65,1.37,NA,"range","thread-like",NA,"m","as A.tarbagan which Babero considered synonymous; cites Schulz 1931","Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode","Marmota sibirica",1,"adult",NA,NA,NA,NA,130.5,2.165,169,2.6,NA,"range","thread-like",NA,"f","as A.tarbagan which Babero considered synonymous; cites Schulz 1931","Babero","1960","Am. Midl. Nat.","64","349-361"
"Baylisascaris laevis","Baylisascaris","nematode",NA,1,"adult",NA,NA,NA,NA,39,1.5,48,1.8,NA,"range","thread-like",NA,"m",NA,"Tiner","1951","Proc. Helminthol. Soc. Wash.","18","126-131"
"Baylisascaris laevis","Baylisascaris","nematode",NA,1,"adult",NA,NA,NA,NA,90,2.6,100,2.8,NA,"range","thread-like",NA,"f",NA,"Tiner","1951","Proc. Helminthol. Soc. Wash.","18","126-131"
"Baylisascaris potosis","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.087,0.071,0.094,0.078,30,"avg","ellipsoid",NA,NA,NA,"Tokiwa et al.","2014","Parasitol. Int.","63","591-596"
"Baylisascaris potosis","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baylisascaris potosis","Baylisascaris","nematode","Saimiri sciureus",1,"1larv",NA,NA,NA,NA,1.6,0.065,NA,NA,NA,"avg","thread-like",NA,NA,NA,"Tokiwa et al.","2015","Parasitol. Int.","64","284-287"
"Baylisascaris potosis","Baylisascaris","nematode","Potos flavus",2,"adult",NA,NA,NA,NA,121,1.66,127,1.75,3,"avg","thread-like",NA,"m",NA,"Tokiwa et al.","2014","Parasitol. Int.","63","591-596"
"Baylisascaris potosis","Baylisascaris","nematode","Potos flavus",2,"adult",NA,NA,NA,NA,219,2.71,223,2.9,2,"avg","thread-like",NA,"f",NA,"Tokiwa et al.","2014","Parasitol. Int.","63","591-596"
"Baylisascaris procyonis","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,"require at least 2 weeks to become infective",0.0755,0.06,0.088,0.07,NA,"range","ellipsoid",NA,NA,NA,"Gavin et al.","2005","Clin. Microbiol. Rev.","18","703-718"
"Baylisascaris procyonis","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,"free L2",0.28,NA,0.34,NA,NA,"fig","thread-like",NA,NA,"removed from eggs","Tiner","1953","J. Infect. Dis.","92","105-113"
"Baylisascaris procyonis","Baylisascaris","nematode","Homo sapiens",1,"1larv",NA,NA,NA,NA,1.602,0.0667,1.856,0.0738,60,"avg","thread-like",NA,NA,NA,"Fox et al.","1985","N. Engl. J. Med.","312","1619-1623"
"Baylisascaris procyonis","Baylisascaris","nematode","Gallus gallus",1,"1larv",NA,NA,NA,NA,1.56,NA,NA,NA,NA,"point","thread-like",NA,NA,"cites Richardson et al. 1980","Papini et al.","1993","Folia Parasitol.","40","141-143"
"Baylisascaris procyonis","Baylisascaris","nematode","Meriones unguiculatus",1,"1larv",NA,NA,NA,NA,1.59,0.078,1.79,0.093,8,"avg","thread-like",NA,NA,"at 60 dpi","Sato et al.","2004","J. Parasitol.","90","774-781"
"Baylisascaris procyonis","Baylisascaris","nematode","Mus musculus",1,"1larv",NA,14,38.5,"growth has plateaued by 14 dpi, so presumably infective",1.11,NA,1.55,NA,NA,"fig","thread-like",NA,NA,"from brain at 14 dpi","Tiner","1953","J. Infect. Dis.","92","105-113"
"Baylisascaris procyonis","Baylisascaris","nematode","Procyonis lotor",2,"adult",NA,NA,NA,NA,100,NA,110,NA,NA,"range","thread-like",NA,"m",NA,"Gavin et al.","2005","Clin. Microbiol. Rev.","18","703-718"
"Baylisascaris procyonis","Baylisascaris","nematode","Procyonis lotor",2,"adult",NA,NA,NA,NA,210,NA,220,NA,NA,"range","thread-like",NA,"f",NA,"Gavin et al.","2005","Clin. Microbiol. Rev.","18","703-718"
"Baylisascaris schroederi","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.075,0.055,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"McIntosh","1939","Zoologica","24","355-357"
"Baylisascaris schroederi","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,"free L2",0.2315,0.01475,0.248,0.016,NA,"range","thread-like",NA,NA,"just abstract","Li","1990","Acta Zool. Sin.","36","236-243"
"Baylisascaris schroederi","Baylisascaris","nematode","Mus musculus",1,"1larv",NA,18,38.5,"time of molt",0.8,0.0405,1.15,0.06,NA,"range","thread-like",NA,NA,"just abstract","Li","1990","Acta Zool. Sin.","36","236-243"
"Baylisascaris schroederi","Baylisascaris","nematode","Ailuropoda melanoleuca",2,"adult",NA,NA,NA,NA,97.5,2,NA,NA,NA,"point","thread-like",NA,"m",NA,"McIntosh","1939","Zoologica","24","355-357"
"Baylisascaris schroederi","Baylisascaris","nematode","Ailuropoda melanoleuca",2,"adult",NA,NA,NA,NA,125,2.6,NA,NA,NA,"point","thread-like",NA,"f",NA,"McIntosh","1939","Zoologica","24","355-357"
"Baylisascaris tasmaniensis","Baylisascaris","nematode",NA,0,"egg","eaten",25,25,"time to embryonate",0.0695,0.06,0.076,0.065,NA,"range","ellipsoid",NA,NA,NA,"Sprent et al.","1973","Parasitology","67","67-83"
"Baylisascaris tasmaniensis","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,"free L2",0.224,0.0135,0.256,0.015,NA,"range","thread-like",NA,NA,NA,"Sprent et al.","1973","Parasitology","67","67-83"
"Baylisascaris tasmaniensis","Baylisascaris","nematode","Mus musculus",1,"1larv",NA,14,38.5,"molt to L3 occurred after about two weeks, when worms were smaller less than 1 mm",1.065,0.0455,1.6,0.065,20,"range","thread-like",NA,NA,NA,"Sprent et al.","1973","Parasitology","67","67-83"
"Baylisascaris tasmaniensis","Baylisascaris","nematode",NA,2,"adult",NA,NA,NA,NA,46,1.084,68,1.52,14,"range","thread-like",NA,"m",NA,"Sprent","1970","Parasitology","61","75-86"
"Baylisascaris tasmaniensis","Baylisascaris","nematode",NA,2,"adult",NA,NA,NA,NA,77,1.641,128,2.56,13,"range","thread-like",NA,"f",NA,"Sprent","1970","Parasitology","61","75-86"
"Baylisascaris tasmaniensis","Baylisascaris","nematode",NA,2,"adult",NA,60,38.5,"passed eggs after 2 months",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sprent et al.","1973","Parasitology","67","67-83"
"Baylisascaris transfuga","Baylisascaris","nematode",NA,0,"egg","eaten",14,23.5,"embryonated in about a week, but not infective until at least 2 weeks",0.0672,0.0608,0.0736,0.064,NA,"range","ellipsoid",NA,NA,NA,"Papini and Casarosa","1994","Vet. Parasitol.","51","283-288"
"Baylisascaris transfuga","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.078,0.065,0.083,0.073,NA,"range","ellipsoid",NA,NA,"cites Abdel-Rasoul and Fowler 1979","Papini and Casarosa","1994","Vet. Parasitol.","51","283-288"
"Baylisascaris transfuga","Baylisascaris","nematode",NA,0,"egg","eaten",NA,NA,NA,0.0827,0.062,0.09,0.071,10,"avg","ellipsoid",NA,NA,NA,"Testini et al.","2011","Vet. Parasitol.","175","97-102"
"Baylisascaris transfuga","Baylisascaris","nematode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baylisascaris transfuga","Baylisascaris","nematode","Gallus gallus",1,"1larv",NA,NA,NA,NA,0.788,NA,NA,NA,10,"avg","thread-like",NA,NA,"from brain 30 dpi","Papini et al.","1993","Folia Parasitol.","40","141-143"
"Baylisascaris transfuga","Baylisascaris","nematode","Mus musculus",1,"1larv",NA,NA,NA,NA,1.23,0.061,1.58,0.088,9,"avg","thread-like",NA,NA,"at 60 dpi (was of similar size at 28 dpi)","Sato et al.","2004","J. Parasitol.","90","774-781"
"Baylisascaris transfuga","Baylisascaris","nematode","Meriones unguiculatus",1,"1larv",NA,NA,NA,NA,1.38,0.079,1.58,0.099,10,"avg","thread-like",NA,NA,"at 31 dpi","Sato et al.","2004","J. Parasitol.","90","774-781"
"Baylisascaris transfuga","Baylisascaris","nematode","Ursus maritimus",2,"adult",NA,NA,NA,NA,81.4,1.61,116,1.9,10,"avg","thread-like",NA,"m",NA,"Testini et al.","2011","Vet. Parasitol.","175","97-102"
"Baylisascaris transfuga","Baylisascaris","nematode","Ursus maritimus",2,"adult",NA,NA,NA,NA,139.1,2.31,203,3,10,"avg","thread-like",NA,"f",NA,"Testini et al.","2011","Vet. Parasitol.","175","97-102"
"Bertiella mucronata","Bertiella","cestode",NA,0,"egg","eaten",NA,NA,NA,0.041,0.041,0.045,0.045,NA,"range","sphere",NA,NA,NA,"Gomez-Puerta et al.","2009","Vet. Parasitol.","163","161-163"
"Bertiella mucronata","Bertiella","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bertiella mucronata","Bertiella","cestode",NA,1,"1larv",NA,NA,NA,NA,0.147,0.1063,NA,NA,NA,"avg","sphere",NA,NA,NA,"Denegri","1985","Zbl. Vet. Med. B","32","498-504"
"Bertiella mucronata","Bertiella","cestode","Callicebus oenanthe",2,"adult",NA,NA,NA,NA,256,NA,NA,NA,NA,"point","ribbon",NA,NA,NA,"Gomez-Puerta et al.","2009","Vet. Parasitol.","163","161-163"
"Bertiella studeri","Bertiella","cestode",NA,0,"egg","eaten",NA,NA,NA,0.05805,0.0392,0.065,0.045,NA,"avg","sphere",NA,NA,NA,"Bhagwant","2004","Am. J. Trop. Med. Hyg.","70","225-228"
"Bertiella studeri","Bertiella","cestode",NA,0,"egg","eaten",NA,NA,NA,0.045,0.044,0.051,0.046,NA,"avg","sphere",NA,NA,NA,"Galan-Puchades et al.","2000","Folia Parasitol.","47","23-28"
"Bertiella studeri","Bertiella","cestode",NA,0,"egg","eaten",NA,NA,NA,0.05,0.05,0.06,0.06,NA,"avg","sphere",NA,NA,"measurments for freshed eggs; fixed eggs are smaller","Stunkard","1940","Am. J. Trop. Med. Hyg.","20","305-333"
"Bertiella studeri","Bertiella","cestode",NA,0,"embryo",NA,NA,NA,NA,0.017,0.017,0.019,0.019,NA,"range","sphere",NA,NA,NA,"Bhagwant","2004","Am. J. Trop. Med. Hyg.","70","225-228"
"Bertiella studeri","Bertiella","cestode",NA,0,"embryo",NA,NA,NA,NA,0.013,0.013,0.015,0.015,NA,"avg","sphere",NA,NA,NA,"Galan-Puchades et al.","2000","Folia Parasitol.","47","23-28"
"Bertiella studeri","Bertiella","cestode",NA,0,"embryo",NA,NA,NA,NA,0.0195,0.0175,0.02,0.018,NA,"avg","sphere",NA,NA,NA,"Stunkard","1940","Am. J. Trop. Med. Hyg.","20","305-333"
"Bertiella studeri","Bertiella","cestode",NA,1,"1larv",NA,NA,NA,NA,0.1425,0.1075,0.16,0.12,NA,"range","sphere",NA,NA,NA,"Stunkard","1940","Am. J. Trop. Med. Hyg.","20","305-333"
"Bertiella studeri","Bertiella","cestode","Homo sapiens",2,"adult",NA,NA,NA,NA,NA,2.275,NA,2.86,1,"avg","ribbon",NA,NA,"frequently only pieces of worm are obtained; width is avg of mature and gravid proglottids","Galan-Puchades et al.","2000","Folia Parasitol.","47","23-28"
"Bertiella studeri","Bertiella","cestode","Macaca mulatta",2,"adult",NA,NA,NA,NA,300,10.5,450,15,3,"range","ribbon",NA,NA,"found three full worms, but also many released chunks of proglottids in gut (~20), so this is underestimate of total worm length","Stunkard","1940","Am. J. Trop. Med. Hyg.","20","305-333"
"Bertiella studeri","Bertiella","cestode","Homo sapiens",2,"adult",NA,NA,NA,NA,130,8.9,NA,NA,NA,"point","ribbon",NA,NA,"total of expelled proglottids after treatment; may be underestimate","Sun et al.","2006","Emerg. Infect. Dis.","12","176-177"
"Biacetabulum biloculoides","Biacetabulum","cestode",NA,0,"egg","eaten",NA,NA,NA,0.064,0.035,0.072,NA,NA,"avg","sphere",NA,NA,NA,"Mackiewicz and McCrae","1965","Proc. Helminthol. Soc. Wash.","32","225-228"
"Biacetabulum biloculoides","Biacetabulum","cestode",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Biacetabulum biloculoides","Biacetabulum","cestode",NA,1,"1larv",NA,42,20,"studied at room temperature, which, if consistent with other Calentine studies, means 20 C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Biacetabulum biloculoides","Biacetabulum","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,4.32,1.04,6.8,1.76,17,"avg","cylinder",NA,NA,NA,"Amin","1974","Proc. Helminthol. Soc. Wash.","41","81-88"
"Biacetabulum biloculoides","Biacetabulum","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,7.35,0.7,11,1,39,"range","cylinder",NA,NA,"become gravid at ~3.7 mm","Mackiewicz and McCrae","1965","Proc. Helminthol. Soc. Wash.","32","225-228"
"Biacetabulum infrequens","Biacetabulum","cestode",NA,0,"egg","eaten",14.5,20,"time to embryonate",0.049,0.039,0.053,0.042,NA,"avg","sphere",NA,NA,NA,"Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum infrequens","Biacetabulum","cestode",NA,0,"embryo",NA,NA,NA,NA,0.042,0.02,0.046,0.021,NA,"avg","sphere",NA,NA,NA,"Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum infrequens","Biacetabulum","cestode","Tubifex templetoni",1,"1larv",NA,51,20,NA,1.2,0.190163934,1.6,NA,22,"avg","cylinder",NA,NA,"width from Fig","Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum infrequens","Biacetabulum","cestode","Limnodrilus hoffmeisteri",1,"1larv",NA,40,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Biacetabulum infrequens","Biacetabulum","cestode","Peloscolex multisetosus",1,"1larv",NA,81,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Biacetabulum infrequens","Biacetabulum","cestode","Tubifex tubifex",1,"1larv",NA,127,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calentine et al.","1970","J. Parasitol.","56","346-349"
"Biacetabulum infrequens","Biacetabulum","cestode","Moxostoma anisurum",2,"adult",NA,NA,NA,NA,19,0.6,22,NA,NA,"point","cylinder",NA,NA,NA,"Hunter","1927","J. Parasitol.","14","16-26"
"Biacetabulum macrocephalum","Biacetabulum","cestode",NA,0,"egg","eaten",14,20,"time to embryonate",0.05,0.035,0.053,0.036,NA,"avg","sphere",NA,NA,NA,"Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum macrocephalum","Biacetabulum","cestode",NA,0,"embryo",NA,NA,NA,NA,0.039,0.02,0.042,0.021,NA,"avg","sphere",NA,NA,NA,"Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum macrocephalum","Biacetabulum","cestode","Tubifex templetoni",1,"1larv",NA,62,20,NA,1.1,0.197647059,1.3,NA,9,"avg","cylinder",NA,NA,"width from Fig","Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum macrocephalum","Biacetabulum","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,9.43,0.82,11.5,0.92,4,"range","cylinder",NA,NA,NA,"Amin","1974","Proc. Helminthol. Soc. Wash.","41","81-88"
"Biacetabulum macrocephalum","Biacetabulum","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,7,NA,9,NA,NA,"point","cylinder",NA,NA,NA,"Calentine","1965","J. Parasitol.","51","243-248"
"Biacetabulum macrocephalum","Biacetabulum","cestode","Catostomus commersoni",2,"adult",NA,NA,NA,NA,5.25,0.715,6.5,0.88,20,"range","cylinder",NA,NA,NA,"McCrae","1962","J. Parasitol.","48","807-811"
"Blatticola blattae","Blatticola","nematode",NA,0,"egg","eaten",4,22,"time to embryonate",0.12348,0.04112,NA,NA,NA,"point","ellipsoid",NA,NA,NA,"Adamson and Clease","1989","J. Parasitol.","75","728-734"
"Blatticola blattae","Blatticola","nematode",NA,0,"egg","eaten",3.1875,NA,"time to embryonate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bozeman","1942","Trans. Kansas Acad. Sci.","45","304-310"
"Blatticola blattae","Blatticola","nematode",NA,0,"embryo",NA,NA,NA,"free L2",0.06746,0.02503,NA,NA,NA,"point","thread-like",NA,NA,"removed from egg","Adamson and Clease","1989","J. Parasitol.","75","728-734"
"Blatticola blattae","Blatticola","nematode","Blattella germanica",1,"adult",NA,NA,NA,NA,0.88,0.06,NA,NA,NA,"point","thread-like",NA,"m",NA,"Bozeman","1942","Trans. Kansas Acad. Sci.","45","304-310"
"Blatticola blattae","Blatticola","nematode","Blattella germanica",1,"adult",NA,NA,NA,NA,2,0.13,NA,NA,NA,"point","thread-like",NA,"f",NA,"Bozeman","1942","Trans. Kansas Acad. Sci.","45","304-310"
"Blatticola blattae","Blatticola","nematode","Blattella germanica",1,"adult",NA,38.5,NA,"gravid females appear 5 to 6 weeks p.i.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morand and Rivault","1992","Int. J. Parasitol.","22","983-989"
"Bolbosoma balaenae","Bolbosoma","acanthocephalan",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma balaenae","Bolbosoma","acanthocephalan",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma balaenae","Bolbosoma","acanthocephalan",NA,1,"1larv",NA,NA,NA,NA,8.09,0.41,NA,NA,60,"avg","cylinder",NA,NA,NA,"Gregori et al.","2012","Dis. Aquat. Org.","99","37-47"
"Bolbosoma balaenae","Bolbosoma","acanthocephalan",NA,2,"2larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma balaenae","Bolbosoma","acanthocephalan",NA,3,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan",NA,1,"1larv",NA,NA,NA,NA,7.4,0.52,NA,NA,NA,"point","cylinder",NA,"m",NA,"Shimazu","1975","Bull. Jap. Soc. Sci. Fish.","41","813-821"
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan",NA,1,"1larv",NA,NA,NA,NA,9.5,0.48,NA,NA,NA,"point","cylinder",NA,"f",NA,"Shimazu","1975","Bull. Jap. Soc. Sci. Fish.","41","813-821"
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan",NA,2,"2larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma nipponicum","Bolbosoma","acanthocephalan","Callorhinus ursinus",3,"adult",NA,NA,NA,NA,7.52,1.12,NA,NA,1,"point","cylinder",NA,"f",NA,"Kuzmina et al.","2012","Parasitol. Res.","111","1049-1058"
"Bolbosoma vasculosum","Bolbosoma","acanthocephalan",NA,0,"egg","eaten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma vasculosum","Bolbosoma","acanthocephalan",NA,0,"embryo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma vasculosum","Bolbosoma","acanthocephalan",NA,1,"1larv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolbosoma vasculosum","Bolbosoma","acanthocephalan",NA,2,"2larv",NA,NA,NA,NA,12.25,0.55,15,0.66,10,"avg","cylinder",NA,NA,NA,"Costa et al.","2000","J. Helminthol.","74","113-120"
"Bolbosoma vasculosum","Bolbosoma","acanthocephalan",NA,3,"adult",NA,NA,NA,NA,15.5,0.65,NA,NA,2,"range","cylinder",NA,NA,NA,"Pendergraph","1971","J. Parasitol.","57","1109"
"Bothridium pythonis","Bothridium","cestode",NA,0,"egg","hatch, eaten",NA,NA,NA,0.06,0.045,NA,NA,NA,"point","sphere",NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode",NA,0,"egg","hatch, eaten",3,16.5,"time to hatch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode",NA,0,"egg","hatch, eaten",2,22.75,"time to hatch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode",NA,0,"egg","hatch, eaten",1,29.25,"time to hatch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode",NA,0,"free larva",NA,NA,NA,NA,0.04,0.03,NA,NA,NA,"point","sphere",NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode",NA,1,"1larv",NA,19,NA,NA,0.26,NA,NA,NA,NA,"point","cylinder",NA,NA,NA,"Solomon","1932","J. Helminthol.","10","66-74"
"Bothridium pythonis","Bothridium","cestode","Hydromys chrysogaster",2,"2larv",NA,NA,NA,NA,2,0.595,NA,0.69,NA,"point","cylinder",NA,NA,NA,"Baylis","1935","Ann. Mag. Nat. Hist.","16","482-485"
"Bothridium pythonis","Bothridium","cestode","Naja naja",2,"2larv",NA,NA,NA,NA,2.8,0.9,NA,NA,NA,"point","cylinder",NA,NA,"citing Meggitt 1931","Baylis","1935","Ann. Mag. Nat. Hist.","16","482-485"
