"","hosts","hostclean","group"
"6053","Urobatis concentricus","Urobatis concentricus","Chondrichthyes"
"6054","Myliobatis longirostris","Myliobatis longirostris","Chondrichthyes"
"6055","Rhinobatos leucorhynchus","Rhinobatos leucorhynchus","Chondrichthyes"
"6056","Tachypleus tridentatus","Tachypleus tridentatus","Xiphosura"
"6057","Carcinoscorpius rotundicauda","Carcinoscorpius rotundicauda","Xiphosura"
"6058","Tachypleus gigas","Tachypleus gigas","Xiphosura"
"6059","Hemitriakis japanica","Hemitriakis japanica","Chondrichthyes"
"6060","Dasyatis leylandi","Dasyatis leylandi","Chondrichthyes"
"6061","Diagramma labiosum","Diagramma labiosum","Teleostei"
"6062","Diagramma pictum","Diagramma pictum","Teleostei"
"6063","Centrophorus moluccensis","Centrophorus moluccensis","Chondrichthyes"
"6064","Pristophorus cirratus","Pristophorus cirratus",NA
"6065","Squalus mitsukurii","Squalus mitsukurii","Chondrichthyes"
"6066","Choerodon cyanodus","Choerodon cyanodus","Teleostei"
"6067","Pristiophorus nudipinnis","Pristiophorus nudipinnis","Chondrichthyes"
"6068","Hydrolagus colliei","Hydrolagus colliei","Chondrichthyes"
"6069","Callorhynchus callorhynchus","Callorhinchus callorhynchus","Chondrichthyes"
"6070","Callorhynchus millii","Callorhynchus millii",NA
"6071","Mobula japonica","Mobula japanica","Chondrichthyes"
"6072","Sphyrna blochii","Sphyrna blochii",NA
"6073","Saccostrea glomerata","Saccostrea glomerata",NA
"6074","Citharichthys sordidus","Citharichthys sordidus","Teleostei"
"6075","Alopias pelagicus","Alopias pelagicus","Chondrichthyes"
"6076","Mitsukurina owstoni","Mitsukurina owstoni","Chondrichthyes"
"6077","Hemigrapsus edwardsi","Hemigrapsus edwardsi",NA
"6078","Mopalia hindsii","Mopalia hindsii","Polyplacophora"
"6079","Thais emarginata","Thais emarginata","Gastropoda"
"6080","Ophiocoma scolopendrina","Ophiocoma scolopendrina",NA
"6081","Dendrochirus zebra","Dendrochirus zebra","Teleostei"
"6082","Hemipristis elongatus","Hemipristis elongatus","Chondrichthyes"
"6083","Aseraggodes macleayanus","Synclidopus macleayanus","Teleostei"
"6084","Synaptura nigra","Brachirus nigra","Teleostei"
"6085","Hemigaleus microstoma","Hemigaleus microstoma","Chondrichthyes"
"6086","Saurida argyrophanes","Saurida argyrophanes",NA
"6087","Actinopyga miliaris","Actinopyga miliaris","Holothuroidea"
"6088","Holothuria hilla","Holothuria hilla","Holothuroidea"
"6089","Psenopsis humerosus","Psenopsis humerosus",NA
"6090","Heterodontus zebra","Heterodontus ramalheira","Chondrichthyes"
"6091","Raja inornata","Raja inornata","Chondrichthyes"
"6092","Raja stellulata","Raja stellulata","Chondrichthyes"
"6093","Carcharias taurus","Carcharias taurus","Chondrichthyes"
"6094","Chrysophrys auratus","Chrysophrys auratus","Teleostei"
"6095","Mustelus griseus","Mustelus griseus","Chondrichthyes"
"6096","Etmopterus lucifer","Etmopterus lucifer","Chondrichthyes"
"6097","Dasyatis thetidis","Dasyatis thetidis","Chondrichthyes"
"6098","Trygonorhina guanerius","Trygonorhina guanerius",NA
"6099","Parascyllium ferrugineum","Parascyllium ferrugineum","Chondrichthyes"
"6100","Johnieops vogleri","Johnieops vogleri",NA
"6101","Astropecten scoparius","Astropecten scoparius","Asteroidea"
"6102","Patariella calcar","Patariella calcar",NA
"6103","Patiriella calcar","Meridiastra calcar","Asteroidea"
"6104","Astropecten polyacanthus","Astropecten polyacanthus","Asteroidea"
"6105","Acanthaster planci","Acanthaster planci","Asteroidea"
"6106","Himantura granulata","Himantura granulata","Chondrichthyes"
"6107","Chiloscyllium punctatum","Chiloscyllium punctatum","Chondrichthyes"
"6108","Allocentrotus fragilis","Allocentrotus fragilis","Echinoidea"
"6109","Echinometra oblonga","Echinometra oblonga",NA
"6110","Amblypneustes ovum","Amblypneustes ovum",NA
"6111","Heliocidaris erythrogramma","Heliocidaris erythrogramma",NA
"6112","Heterocentrotus mammillatus","Heterocentrotus mammillatus","Echinoidea"
"6113","Diadema setosum","Diadema setosum",NA
"6114","Echinothrix calamaris","Echinothrix calamaris",NA
"6115","Phocoenoides dalli","Phocoenoides dalli","Mammalia"
"6116","Amusium balloti","Amusium balloti",NA
"6117","Squatina japonica","Squatina japonica","Chondrichthyes"
"6118","Afrocucumis africana","Afrocucumis africana","Holothuroidea"
"6119","Leptosynapta ooplax","Leptosynapta ooplax",NA
"6120","Chiridota rigida","Chiridota rigida","Holothuroidea"
"6121","Holothuria pardalis","Holothuria pardalis","Holothuroidea"
"6122","Echinorachnius mirabilis","Echinorachnius mirabilis",NA
"6123","Thelenota ananas","Thelenota ananas","Holothuroidea"
"6124","Hypnos monopterygium","Hypnos monopterygium","Chondrichthyes"
"6125","Sutorectus tentaculatus","Sutorectus tentaculatus","Chondrichthyes"
"6126","Himantura marginata","Himantura marginata","Chondrichthyes"
"6127","Myliobatis niehofii","Myliobatis niehofii",NA
"6128","Narcine brunnea","Narcine brunnea","Chondrichthyes"
"6129","Myliobatis maculata","Myliobatis maculata",NA
"6130","Rhinobatos schlegeli","Rhinobatos schlegelii","Chondrichthyes"
"6131","Narcine timlei","Narcine timlei","Chondrichthyes"
"6132","Urogymnus africanus","Urogymnus africanus","Chondrichthyes"
"6133","Trygon zuqei","Trygon zuqei",NA
"6134","Trygon zugei","Trygon zugei",NA
"6135","Trygon sephen","Trygon sephen",NA
"6136","Brachirus orientalis","Brachirus orientalis","Teleostei"
"6137","Rhynchobatus granulatus","Rhynchobatus granulatus",NA
"6138","Stegostoma fasciatum","Stegostoma fasciatum","Chondrichthyes"
"6139","Orectolobus tentaculatus","Sutorectus tentaculatus","Chondrichthyes"
"6140","Coelorhinchus parallelus","Coelorhinchus parallelus",NA
"6141","Mobula diabolus","Mobula diabolus","Chondrichthyes"
"6142","Myliobatis nieullofii","Myliobatis nieullofii",NA
"6143","Ventrifossa nasuta","Ventrifossa nasuta","Teleostei"
"6144","Xiphiurus capensis","Genypterus capensis","Teleostei"
"6145","Pristipomoides typus","Pristipomoides typus","Teleostei"
"6146","Pseudoginglymostoma brevicaudatum","Pseudoginglymostoma brevicaudatum","Chondrichthyes"
"6147","Zygaena blochii","Eusphyra blochii","Chondrichthyes"
"6148","Chiloscyllium indicum","Chiloscyllium indicum","Chondrichthyes"
"6149","Sardinella longiceps","Sardinella longiceps","Teleostei"
"6150","Aetobatus flagellum","Aetobatus flagellum","Chondrichthyes"
"6151","Johnieops sina","Johnieops sina",NA
"6152","Taeniura meyeni","Taeniura meyeni","Chondrichthyes"
"6153","Orectolobus ornatus","Orectolobus ornatus","Chondrichthyes"
"6154","Toxopneustes pileolus","Toxopneustes pileolus",NA
"6155","Tripneustes gratilla","Tripneustes gratilla",NA
"6156","Stegostoma varium","Stegostoma varium",NA
"6157","Trygon walga","Trygon walga",NA
"6158","Pinctada margaritifera","Pinctada margaritifera","Bivalvia"
"6159","Rhinoptera javanica","Rhinoptera javanica","Chondrichthyes"
"6160","Galeocerdo ruyneri","Galeocerdo ruyneri",NA
"6161","Trygon bleekeri","Trygon bleekeri",NA
"6162","Myliobatis tenuicaudatus","Myliobatis tenuicaudatus","Chondrichthyes"
"6163","Aetomylaeus maculatus","Aetomylaeus maculatus","Chondrichthyes"
"6164","Dasyatis imbricatus","Dasyatis imbricatus",NA
"6165","Bathyraja maccaini","Bathyraja maccaini","Chondrichthyes"
"6166","Graneledone antarctica","Graneledone antarctica","Cephalopoda"
"6167","Graneledone macroctyla","Graneledone macroctyla",NA
"6168","Chionodraco myersi","Chionodraco myersi","Teleostei"
"6169","Pagetopsis maculatus","Pagetopsis maculatus","Teleostei"
"6170","Bathyraja eatonii","Bathyraja eatonii","Chondrichthyes"
"6171","Chaenodraco wilsoni","Chaenodraco wilsoni","Teleostei"
"6172","Gymnodraco acuticeps","Gymnodraco acuticeps","Teleostei"
"6173","Neopagetopsis ionah","Neopagetopsis ionah","Teleostei"
"6174","Pagothenia brachysoma","Pagothenia brachysoma","Teleostei"
"6175","Diomedea melanophrys","Diomedea melanophrys",NA
"6176","Pterodroma arminjoniana","Pterodroma arminjoniana","Aves"
"6177","Phoebetria palpebrata","Phoebetria palpebrata","Aves"
"6178","Fregata aquila","Fregata aquila","Aves"
"6179","Papio anubis","Papio anubis","Mammalia"
"6180","Micruropus ivanowi","Micruropus ivanowi",NA
"6181","Micruropus semenowi","Micruropus semenowi",NA
"6182","Testudo graeca","Testudo graeca","Reptilia"
"6183","Testudo hermanni","Testudo hermanni","Reptilia"
"6184","Testudo horsfieldii","Testudo horsfieldii","Reptilia"
"6185","Gallotia stehlini","Gallotia stehlini",NA
"6186","Geochelone radiata","Astrochelys radiata","Reptilia"
"6187","Pyxis arachnoides","Pyxis arachnoides","Reptilia"
"6188","Lasius niger","Lasius niger","Insecta"
"6189","Lagopus mutus","Lagopus muta","Aves"
"6190","Branta leucopsis","Branta leucopsis","Aves"
"6191","Cygnus columbianus","Cygnus columbianus","Aves"
"6192","Pseudotadorna cristata","Pseudotadorna cristata",NA
"6193","Canis adustus","Canis adustus","Mammalia"
"6194","Fennecus zerda","Fennecus zerda",NA
"6195","Procyon cancrivorus","Procyon cancrivorus","Mammalia"
"6196","Proteles cristatus","Proteles cristata","Mammalia"
"6197","Puma concolor","Puma concolor","Mammalia"
"6198","Euphractus sexcinctus","Euphractus sexcinctus","Mammalia"
"6199","Melursus ursinus","Melursus ursinus","Mammalia"
"6200","Viverra civetta","Viverra civetta",NA
"6201","Viverricula schlegeli","Viverricula schlegeli",NA
"6202","Felis caracal","Caracal caracal","Mammalia"
"6203","Felis hybrid","Anabaena felisii","Cyanophyceae"
"6204","Achatina fulica","Achatina fulica","Gastropoda"
"6205","Biomphalaria glabrata","Biomphalaria glabrata","Gastropoda"
"6206","Bradybaena similaris","Bradybaena similaris","Gastropoda"
"6207","Camaena cicatricosa","Camaena cicatricosa",NA
"6208","Cipangopaludina chinensis","Cipangopaludina chinensis","Gastropoda"
"6209","Crassostrea rizophorae","Crassostrea rizophorae",NA
"6210","Emoda sagrayama","Emoda sagrayama",NA
"6211","Farcimen tortum","Farcimen tortum",NA
"6212","Jeanneretia bicincta","Jeanneretia bicincta",NA
"6213","Jeanneretia subtusulcata","Jeanneretia subtusulcata",NA
"6214","Laevicaulis alte","Laevicaulis alte","Gastropoda"
"6215","Lanistes carinatus","Lanistes carinatus",NA
"6216","Liguus fasciatus","Liguus fasciatus","Gastropoda"
"6217","Macrochlamys indica","Macrochlamys indica",NA
"6218","Melomys burtoni","Melomys burtoni","Mammalia"
"6219","Philomycus bilineatus","Philomycus bilineatus",NA
"6220","Pleurdonte sagemon","Pleurdonte sagemon",NA
"6221","Polymita muscarum","Polymita muscarum",NA
"6222","Polymita picta","Polymita picta",NA
"6223","Pomacea paludosa","Pomacea paludosa","Gastropoda"
"6224","Pomacea poeyana","Pomacea poeyana",NA
"6225","Rattus flavipectus","Rattus flavipectus",NA
"6226","Rattus nivienter","Rattus nivienter",NA
"6227","Rattus rattoides","Rattus rattoides",NA
"6228","Subulina octona","Subulina octona","Gastropoda"
"6229","Tetrentodon filiola","Tetrentodon filiola",NA
"6230","Tetrentodon perdidoensis","Tetrentodon perdidoensis",NA
"6231","Trichochloris hungertordiana","Trichochloris hungertordiana",NA
"6232","Trichochloris rufopila","Trichochloris rufopila",NA
"6233","Vaginulus alte","Vaginulus alte",NA
"6234","Veronicella cubensis","Veronicella cubensis",NA
"6235","Viana regina","Viana regina",NA
"6236","Zachrysia auricoma","Zachrysia auricoma","Gastropoda"
"6237","Zachrysia guanensis","Zachrysia guanensis",NA
"6238","Belocaulus angustipes","Belocaulus angustipes",NA
"6239","Biomphalaria straminea","Biomphalaria straminea",NA
"6240","Limax flavus","Limax flavus","Gastropoda"
"6241","Limax maximus","Limax maximus","Gastropoda"
"6242","Liomys salvini","Liomys salvini","Mammalia"
"6243","Megalobulinus abbreviatus","Megalobulinus abbreviatus",NA
"6244","Oryzomys albigularis","Nephelomys albigularis","Mammalia"
"6245","Oryzomys caliginosus","Oryzomys caliginosus",NA
"6246","Oryzomys fulvescens","Oligoryzomys fulvescens","Mammalia"
"6247","Oryzomys nigripes","Oligoryzomys nigripes","Mammalia"
"6248","Oryzomys ratticeps","Sooretamys angouya","Mammalia"
"6249","Peromyscus nudipes","Peromyscus mexicanus","Mammalia"
"6250","Phyllocaulis soleiformis","Phyllocaulis soleiformis",NA
"6251","Phyllocaulis variegatus","Phyllocaulis variegatus",NA
"6252","Sarasinula plebeia","Sarasinula plebeia","Gastropoda"
"6253","Tylomys watsoni","Tylomys watsoni","Mammalia"
"6254","Vaginulus plebeius","Vaginulus plebeius",NA
"6255","Zygodontomys microrotinus","Zygodontomys microrotinus",NA
"6256","Dusicyon vetulus","Dusicyon vetulus",NA
"6257","Tayra barbara","Tayra barbara",NA
"6258","Oligotrichia striata","Oligotrichia striata",NA
"6259","Pygosteus pungitius","Pungitius pungitius","Teleostei"
"6260","Syngnathus typhlops","Teleostei","Teleostei"
"6261","Thermocyclops hyalinus","Thermocyclops hyalinus",NA
"6262","Kogia simus","Kogia sima","Mammalia"
"6263","Loligo bleekeri","Loligo bleekeri","Cephalopoda"
"6264","Peponocephala electra","Peponocephala electra","Mammalia"
"6265","Symplectoteuthis oualaniensis","Sthenoteuthis oualaniensis","Cephalopoda"
"6266","Trachipterus trachypterus","Trachipterus trachypterus","Teleostei"
"6267","Ablennes anstomella","Ablennes anstomella",NA
"6268","Alectis ciliaris","Alectis ciliaris","Teleostei"
"6269","Argentina silus","Argentina silus","Teleostei"
"6270","Argyrosomus argentatus","Pennahia argentata","Teleostei"
"6271","Artediellus atlanticus","Artediellus atlanticus","Teleostei"
"6272","Atherina presbyter","Atherina presbyter","Teleostei"
"6273","Bathysaurus ferox","Bathysaurus ferox","Teleostei"
"6274","Berardius bairdii","Berardius bairdii","Mammalia"
"6275","Branchiostegus argentatus","Branchiostegus argentatus","Teleostei"
"6276","Branchiostegus auratus","Branchiostegus auratus","Teleostei"
"6277","Brotula multibarbata","Brotula multibarbata","Teleostei"
"6278","Caranx sexfasciatus","Caranx sexfasciatus","Teleostei"
"6279","Caretta caretta","Caretta caretta","Reptilia"
"6280","Chorinemus tolooparah","Scomberoides lysan","Teleostei"
"6281","Cirrhimuraena chinensis","Cirrhimuraena chinensis","Teleostei"
"6282","Cleisthenes pinetorum","Cleisthenes pinetorum","Teleostei"
"6283","Cociella crocodila","Cociella crocodila","Teleostei"
"6284","Cottus japonicus","Dasycottus setiger","Teleostei"
"6285","Cynoglossus semilaevis","Cynoglossus semilaevis","Teleostei"
"6286","Delphinus capensis","Delphinus capensis","Mammalia"
"6287","Diaphus holti","Diaphus holti","Teleostei"
"6288","Diaphus suborbitalis","Diaphus suborbitalis","Teleostei"
"6289","Doryteuthis bleekeri","Doryteuthis bleekeri",NA
"6290","Euphausia nana","Euphausia nana","Malacostraca"
"6291","Euphausia vallentini","Euphausia vallentini","Malacostraca"
"6292","Euthynnus palamis","Euthynnus palamis",NA
"6293","Evynnis cardinalis","Evynnis cardinalis","Teleostei"
"6294","Fratercula arctica","Fratercula arctica","Aves"
"6295","Fugu xanthopterus","Takifugu xanthopterus","Teleostei"
"6296","Gaidropsaurus argentatus","Gaidropsaurus argentatus",NA
"6297","Gastrophysus lunaris","Lagocephalus lunaris","Teleostei"
"6298","Harengula zunasi","Harengula zunasi",NA
"6299","Hippoglossoides dubius","Hippoglossoides dubius","Teleostei"
"6300","Hucho perryi","Parahucho perryi","Teleostei"
"6301","Hygophum taaningi","Hygophum taaningi","Teleostei"
"6302","Labrus bergylta","Labrus bergylta","Teleostei"
"6303","Lampadena dea","Lampadena dea","Teleostei"
"6304","Leiognathus rivulatus","Leiognathus rivulatus","Teleostei"
"6305","Lepidion eques","Lepidion eques","Teleostei"
"6306","Lepidonotus squamata","Lepidonotus squamata",NA
"6307","Limanda herzensteini","Pseudopleuronectes herzensteini","Teleostei"
"6308","Lipidopsetta mochigarei","Lipidopsetta mochigarei",NA
"6309","Loligo vulgaris","Loligo vulgaris","Cephalopoda"
"6310","Lophiomus setigerus","Lophiomus setigerus","Teleostei"
"6311","Lophius americanus","Lophius americanus","Teleostei"
"6312","Lophius budegassa","Lophius budegassa","Teleostei"
"6313","Lutjanus erythropterus","Lutjanus erythropterus","Teleostei"
"6314","Lutjanus lutianus","Lutjanus lutianus",NA
"6315","Lutjanus sebae","Lutjanus sebae","Teleostei"
"6316","Lycodes reticulatus","Lycodes reticulatus","Teleostei"
"6317","Meganyctiphanes norvegica","Meganyctiphanes norvegica","Malacostraca"
"6318","Mene maculata","Mene maculata","Teleostei"
"6319","Merlangius euxinus","Merlangius euxinus",NA
"6320","Mesodopsis slabberi","Mesodopsis slabberi",NA
"6321","Mesoplodon mirus","Mesoplodon mirus","Mammalia"
"6322","Molva dypterigia","Molva dypterigia",NA
"6323","Molva molva","Molva molva","Teleostei"
"6324","Monodon monoceros","Monodon monoceros","Mammalia"
"6325","Nototodarus sloanii","Nototodarus sloanii","Cephalopoda"
"6326","Nyctiphanes autralis","Nyctiphanes autralis",NA
"6327","Nyctiphanes couchi","Nyctiphanes couchii","Malacostraca"
"6328","Pagellus erythrinus","Pagellus erythrinus","Teleostei"
"6329","Paralichthys microps","Paralichthys microps","Teleostei"
"6330","Phocoena communis","Phocoena communis",NA
"6331","Platichthys bicoloratus","Kareius bicoloratus","Teleostei"
"6332","Pleurogrammus azonus","Pleurogrammus azonus","Teleostei"
"6333","Pneumatophorus japonicus","Scomber colias","Teleostei"
"6334","Pomadasys maculatus","Pomadasys maculatus","Teleostei"
"6335","Priacanthus macracanthus","Priacanthus macracanthus","Teleostei"
"6336","Priacanthus tayenus","Priacanthus tayenus","Teleostei"
"6337","Pseudopriacanthus niphonius","Pseudopriacanthus niphonius",NA
"6338","Pseudosciaena crocea","Larimichthys crocea","Teleostei"
"6339","Pseudosciaena polyactis","Larimichthys polyactis","Teleostei"
"6340","Raja hyperborea","Amblyraja hyperborea","Chondrichthyes"
"6341","Rhabdosargus sarba","Rhabdosargus sarba","Teleostei"
"6342","Sagitta elegans","Parasagitta elegans","Sagittoidea"
"6343","Saurida elongata","Saurida elongata","Teleostei"
"6344","Scomber australasicus","Scomber australasicus","Teleostei"
"6345","Scorpaenopsis gibbosus","Scorpaenopsis gibbosus",NA
"6346","Sebastes iracundus","Sebastes iracundus","Teleostei"
"6347","Sebastes matsubarae","Sebastes matsubarae","Teleostei"
"6348","Sebastes schlegeli","Sebastes schlegelii","Teleostei"
"6349","Sebastes steindachneri","Sebastes steindachneri","Teleostei"
"6350","Sebastes taczanowskii","Sebastes taczanowskii","Teleostei"
"6351","Selar crumenophthalmus","Selar crumenophthalmus","Teleostei"
"6352","Siganus fuscescens","Siganus fuscescens","Teleostei"
"6353","Sphyraena japonica","Sphyraena japonica","Teleostei"
"6354","Spondyliosoma cantharus","Spondyliosoma cantharus","Teleostei"
